Center	Date	Year	Month	Week	Day	Weekday	Volume
Southeast	10/3/2014	2014	October	1	3	Friday	23938
Southeast	10/4/2014	2014	October	1	4	Saturday	27071
Southeast	10/5/2014	2014	October	1	5	Sunday	84716
Southeast	10/6/2014	2014	October	1	6	Monday	55686
Southeast	10/7/2014	2014	October	1	7	Tuesday	77053
Southeast	10/8/2014	2014	October	2	8	Wednesday	36243
Southeast	10/9/2014	2014	October	2	9	Thursday	34198
Southeast	10/10/2014	2014	October	2	10	Friday	53814
Southeast	10/11/2014	2014	October	2	11	Saturday	48934
Southeast	10/12/2014	2014	October	2	12	Sunday	72514
Southeast	10/13/2014	2014	October	2	13	Monday	64684
Southeast	10/14/2014	2014	October	2	14	Tuesday	54084
Southeast	10/15/2014	2014	October	3	15	Wednesday	61098
Southeast	10/16/2014	2014	October	3	16	Thursday	60485
Southeast	10/17/2014	2014	October	3	17	Friday	73356
Southeast	10/18/2014	2014	October	3	18	Saturday	43603
Southeast	10/19/2014	2014	October	3	19	Sunday	57197
Southeast	10/20/2014	2014	October	3	20	Monday	33159
Southeast	10/21/2014	2014	October	3	21	Tuesday	79597
Southeast	10/22/2014	2014	October	4	22	Wednesday	79699
Southeast	10/23/2014	2014	October	4	23	Thursday	34950
Southeast	10/24/2014	2014	October	4	24	Friday	50228
Southeast	10/25/2014	2014	October	4	25	Saturday	85706
Southeast	10/26/2014	2014	October	4	26	Sunday	45614
Southeast	10/27/2014	2014	October	4	27	Monday	44854
Southeast	10/28/2014	2014	October	4	28	Tuesday	32878
Southeast	10/29/2014	2014	October	5	29	Wednesday	51405
Southeast	10/30/2014	2014	October	5	30	Thursday	70769
Southeast	10/31/2014	2014	October	5	31	Friday	68221
Southeast	11/1/2014	2014	November	1	1	Saturday	67178
Southeast	11/2/2014	2014	November	1	2	Sunday	49857
Southeast	11/3/2014	2014	November	1	3	Monday	114544
Southeast	11/4/2014	2014	November	1	4	Tuesday	90896
Southeast	11/5/2014	2014	November	1	5	Wednesday	60168
Southeast	11/6/2014	2014	November	1	6	Thursday	131309
Southeast	11/7/2014	2014	November	1	7	Friday	129029
Southeast	11/8/2014	2014	November	2	8	Saturday	136561
Southeast	11/9/2014	2014	November	2	9	Sunday	93233
Southeast	11/10/2014	2014	November	2	10	Monday	100388
Southeast	11/11/2014	2014	November	2	11	Tuesday	141564
Southeast	11/12/2014	2014	November	2	12	Wednesday	84556
Southeast	11/13/2014	2014	November	2	13	Thursday	128934
Southeast	11/14/2014	2014	November	2	14	Friday	149284
Southeast	11/15/2014	2014	November	3	15	Saturday	145297
Southeast	11/16/2014	2014	November	3	16	Sunday	103589
Southeast	11/17/2014	2014	November	3	17	Monday	119600
Southeast	11/18/2014	2014	November	3	18	Tuesday	137407
Southeast	11/19/2014	2014	November	3	19	Wednesday	123125
Southeast	11/20/2014	2014	November	3	20	Thursday	158774
Southeast	11/21/2014	2014	November	3	21	Friday	159164
Southeast	11/22/2014	2014	November	4	22	Saturday	113373
Southeast	11/23/2014	2014	November	4	23	Sunday	79454
Southeast	11/24/2014	2014	November	4	24	Monday	142408
Southeast	11/25/2014	2014	November	4	25	Tuesday	71793
Southeast	11/26/2014	2014	November	4	26	Wednesday	108449
Southeast	11/27/2014	2014	November	4	27	Thursday	143465
Southeast	11/28/2014	2014	November	4	28	Friday	156173
Southeast	11/29/2014	2014	November	5	29	Saturday	63471
Southeast	11/30/2014	2014	November	5	30	Sunday	93934
Southeast	12/1/2014	2014	December	1	1	Monday	123197
Southeast	12/2/2014	2014	December	1	2	Tuesday	42759
Southeast	12/3/2014	2014	December	1	3	Wednesday	47743
Southeast	12/4/2014	2014	December	1	4	Thursday	106991
Southeast	12/5/2014	2014	December	1	5	Friday	82041
Southeast	12/6/2014	2014	December	1	6	Saturday	151279
Southeast	12/7/2014	2014	December	1	7	Sunday	45980
Southeast	12/8/2014	2014	December	2	8	Monday	62490
Southeast	12/9/2014	2014	December	2	9	Tuesday	105926
Southeast	12/10/2014	2014	December	2	10	Wednesday	117545
Southeast	12/11/2014	2014	December	2	11	Thursday	141567
Southeast	12/12/2014	2014	December	2	12	Friday	81913
Southeast	12/13/2014	2014	December	2	13	Saturday	61064
Southeast	12/14/2014	2014	December	2	14	Sunday	111301
Southeast	12/15/2014	2014	December	3	15	Monday	132111
Southeast	12/16/2014	2014	December	3	16	Tuesday	59558
Southeast	12/17/2014	2014	December	3	17	Wednesday	56618
Southeast	12/18/2014	2014	December	3	18	Thursday	149372
Southeast	12/19/2014	2014	December	3	19	Friday	115850
Southeast	12/20/2014	2014	December	3	20	Saturday	62291
Southeast	12/21/2014	2014	December	3	21	Sunday	84108
Southeast	12/22/2014	2014	December	4	22	Monday	123871
Southeast	12/23/2014	2014	December	4	23	Tuesday	81711
Southeast	12/24/2014	2014	December	4	24	Wednesday	55261
Southeast	12/25/2014	2014	December	4	25	Thursday	81353
Southeast	12/26/2014	2014	December	4	26	Friday	143045
Southeast	12/27/2014	2014	December	4	27	Saturday	64921
Southeast	12/28/2014	2014	December	4	28	Sunday	66262
Southeast	12/29/2014	2014	December	5	29	Monday	154321
Southeast	12/30/2014	2014	December	5	30	Tuesday	83766
Southeast	12/31/2014	2014	December	5	31	Wednesday	73461
Southwest	1/1/2014	2014	January	1	1	Wednesday	117019
Southwest	1/2/2014	2014	January	1	2	Thursday	113307
Southwest	1/3/2014	2014	January	1	3	Friday	53754
Southwest	1/4/2014	2014	January	1	4	Saturday	106480
Southwest	1/5/2014	2014	January	1	5	Sunday	60599
Southwest	1/6/2014	2014	January	1	6	Monday	128383
Southwest	1/7/2014	2014	January	1	7	Tuesday	159179
Southwest	1/8/2014	2014	January	2	8	Wednesday	60523
Southwest	1/9/2014	2014	January	2	9	Thursday	130204
Southwest	1/10/2014	2014	January	2	10	Friday	59284
Southwest	1/11/2014	2014	January	2	11	Saturday	60874
Southwest	1/12/2014	2014	January	2	12	Sunday	105864
Southwest	1/13/2014	2014	January	2	13	Monday	62284
Southwest	1/14/2014	2014	January	2	14	Tuesday	64932
Southwest	1/15/2014	2014	January	3	15	Wednesday	122078
Southwest	1/16/2014	2014	January	3	16	Thursday	125325
Southwest	1/17/2014	2014	January	3	17	Friday	117459
Southwest	1/18/2014	2014	January	3	18	Saturday	123427
Southwest	1/19/2014	2014	January	3	19	Sunday	86966
Southwest	1/20/2014	2014	January	3	20	Monday	90569
Southwest	1/21/2014	2014	January	3	21	Tuesday	92643
Southwest	1/22/2014	2014	January	4	22	Wednesday	101210
Southwest	1/23/2014	2014	January	4	23	Thursday	63564
Southwest	1/24/2014	2014	January	4	24	Friday	69279
Southwest	1/25/2014	2014	January	4	25	Saturday	85252
Southwest	1/26/2014	2014	January	4	26	Sunday	95003
Southwest	1/27/2014	2014	January	4	27	Monday	114507
Southwest	1/28/2014	2014	January	4	28	Tuesday	125762
Southwest	1/29/2014	2014	January	5	29	Wednesday	74926
Southwest	1/30/2014	2014	January	5	30	Thursday	95465
Southwest	1/31/2014	2014	January	5	31	Friday	53843
Southwest	2/1/2014	2014	February	1	1	Saturday	30025
Southwest	2/2/2014	2014	February	1	2	Sunday	36926
Southwest	2/3/2014	2014	February	1	3	Monday	42973
Southwest	2/4/2014	2014	February	1	4	Tuesday	62781
Southwest	2/5/2014	2014	February	1	5	Wednesday	59412
Southwest	2/6/2014	2014	February	1	6	Thursday	84815
Southwest	2/7/2014	2014	February	1	7	Friday	27578
Southwest	2/8/2014	2014	February	2	8	Saturday	65774
Southwest	2/9/2014	2014	February	2	9	Sunday	58311
Southwest	2/10/2014	2014	February	2	10	Monday	71244
Southwest	2/11/2014	2014	February	2	11	Tuesday	66262
Southwest	2/12/2014	2014	February	2	12	Wednesday	82416
Southwest	2/13/2014	2014	February	2	13	Thursday	37556
Southwest	2/14/2014	2014	February	2	14	Friday	62215
Southwest	2/15/2014	2014	February	3	15	Saturday	64173
Southwest	2/16/2014	2014	February	3	16	Sunday	71924
Southwest	2/17/2014	2014	February	3	17	Monday	25592
Southwest	2/18/2014	2014	February	3	18	Tuesday	62688
Southwest	2/19/2014	2014	February	3	19	Wednesday	48815
Southwest	2/20/2014	2014	February	3	20	Thursday	66680
Southwest	2/21/2014	2014	February	3	21	Friday	70684
Southwest	2/22/2014	2014	February	4	22	Saturday	75344
Southwest	2/23/2014	2014	February	4	23	Sunday	76978
Southwest	2/24/2014	2014	February	4	24	Monday	87726
Southwest	2/25/2014	2014	February	4	25	Tuesday	79318
Southwest	2/26/2014	2014	February	4	26	Wednesday	41452
Southwest	2/27/2014	2014	February	4	27	Thursday	80798
Southwest	2/28/2014	2014	February	4	28	Friday	80767
Southwest	3/1/2014	2014	March	1	1	Saturday	65702
Southwest	3/2/2014	2014	March	1	2	Sunday	57124
Southwest	3/3/2014	2014	March	1	3	Monday	34021
Southwest	3/4/2014	2014	March	1	4	Tuesday	77726
Southwest	3/5/2014	2014	March	1	5	Wednesday	30025
Southwest	3/6/2014	2014	March	1	6	Thursday	31817
Southwest	3/7/2014	2014	March	1	7	Friday	25631
Southwest	3/8/2014	2014	March	2	8	Saturday	55450
Southwest	3/9/2014	2014	March	2	9	Sunday	44415
Southwest	3/10/2014	2014	March	2	10	Monday	18692
Southwest	3/11/2014	2014	March	2	11	Tuesday	18077
Southwest	3/12/2014	2014	March	2	12	Wednesday	66779
Southwest	3/13/2014	2014	March	2	13	Thursday	70964
Southwest	3/14/2014	2014	March	2	14	Friday	29649
Southwest	3/15/2014	2014	March	3	15	Saturday	86898
Southwest	3/16/2014	2014	March	3	16	Sunday	44486
Southwest	3/17/2014	2014	March	3	17	Monday	79700
Southwest	3/18/2014	2014	March	3	18	Tuesday	74934
Southwest	3/19/2014	2014	March	3	19	Wednesday	86233
Southwest	3/20/2014	2014	March	3	20	Thursday	76763
Southwest	3/21/2014	2014	March	3	21	Friday	58661
Southwest	3/22/2014	2014	March	4	22	Saturday	23975
Southwest	3/23/2014	2014	March	4	23	Sunday	18032
Southwest	3/24/2014	2014	March	4	24	Monday	27729
Southwest	3/25/2014	2014	March	4	25	Tuesday	68907
Southwest	3/26/2014	2014	March	4	26	Wednesday	38589
Southwest	3/27/2014	2014	March	4	27	Thursday	73349
Southwest	3/28/2014	2014	March	4	28	Friday	77443
Southwest	3/29/2014	2014	March	5	29	Saturday	49556
Southwest	3/30/2014	2014	March	5	30	Sunday	14133
Southwest	3/31/2014	2014	March	5	31	Monday	54177
Southwest	4/1/2014	2014	April	1	1	Tuesday	33601
Southwest	4/2/2014	2014	April	1	2	Wednesday	56075
Southwest	4/3/2014	2014	April	1	3	Thursday	28794
Southwest	4/4/2014	2014	April	1	4	Friday	88020
Southwest	4/5/2014	2014	April	1	5	Saturday	41226
Southwest	4/6/2014	2014	April	1	6	Sunday	53538
Southwest	4/7/2014	2014	April	1	7	Monday	32934
Southwest	4/8/2014	2014	April	2	8	Tuesday	17980
Southwest	4/9/2014	2014	April	2	9	Wednesday	57116
Southwest	4/10/2014	2014	April	2	10	Thursday	61348
Southwest	4/11/2014	2014	April	2	11	Friday	62341
Southwest	4/12/2014	2014	April	2	12	Saturday	54912
Southwest	4/13/2014	2014	April	2	13	Sunday	83802
Southwest	4/14/2014	2014	April	2	14	Monday	87038
Southwest	4/15/2014	2014	April	3	15	Tuesday	38052
Southwest	4/16/2014	2014	April	3	16	Wednesday	16628
Southwest	4/17/2014	2014	April	3	17	Thursday	32808
Southwest	4/18/2014	2014	April	3	18	Friday	51948
Southwest	4/19/2014	2014	April	3	19	Saturday	55466
Southwest	4/20/2014	2014	April	3	20	Sunday	17878
Southwest	4/21/2014	2014	April	3	21	Monday	76022
Southwest	4/22/2014	2014	April	4	22	Tuesday	73769
Southwest	4/23/2014	2014	April	4	23	Wednesday	31349
Southwest	4/24/2014	2014	April	4	24	Thursday	21153
Southwest	4/25/2014	2014	April	4	25	Friday	67744
Southwest	4/26/2014	2014	April	4	26	Saturday	50855
Southwest	4/27/2014	2014	April	4	27	Sunday	78965
Southwest	4/28/2014	2014	April	4	28	Monday	26334
Southwest	4/29/2014	2014	April	5	29	Tuesday	40054
Southwest	4/30/2014	2014	April	5	30	Wednesday	43415
Southwest	5/1/2014	2014	May	1	1	Thursday	42560
Southwest	5/2/2014	2014	May	1	2	Friday	79787
Southwest	5/3/2014	2014	May	1	3	Saturday	67341
Southwest	5/4/2014	2014	May	1	4	Sunday	51603
Southwest	5/5/2014	2014	May	1	5	Monday	45882
Southwest	5/6/2014	2014	May	1	6	Tuesday	42495
Southwest	5/7/2014	2014	May	1	7	Wednesday	85252
Southwest	5/8/2014	2014	May	2	8	Thursday	55813
Southwest	5/9/2014	2014	May	2	9	Friday	43678
Southwest	5/10/2014	2014	May	2	10	Saturday	36745
Southwest	5/11/2014	2014	May	2	11	Sunday	76710
Southwest	5/12/2014	2014	May	2	12	Monday	58904
Southwest	5/13/2014	2014	May	2	13	Tuesday	56058
Southwest	5/14/2014	2014	May	2	14	Wednesday	20186
Southwest	5/15/2014	2014	May	3	15	Thursday	51533
Southwest	5/16/2014	2014	May	3	16	Friday	78967
Southwest	5/17/2014	2014	May	3	17	Saturday	16626
Southwest	5/18/2014	2014	May	3	18	Sunday	19100
Southwest	5/19/2014	2014	May	3	19	Monday	43896
Southwest	5/20/2014	2014	May	3	20	Tuesday	20069
Southwest	5/21/2014	2014	May	3	21	Wednesday	70330
Southwest	5/22/2014	2014	May	4	22	Thursday	43652
Southwest	5/23/2014	2014	May	4	23	Friday	24833
Southwest	5/24/2014	2014	May	4	24	Saturday	77878
Southwest	5/25/2014	2014	May	4	25	Sunday	43177
Southwest	5/26/2014	2014	May	4	26	Monday	37372
Southwest	5/27/2014	2014	May	4	27	Tuesday	31249
Southwest	5/28/2014	2014	May	4	28	Wednesday	79316
Southwest	5/29/2014	2014	May	5	29	Thursday	52079
Southwest	5/30/2014	2014	May	5	30	Friday	56844
Southwest	5/31/2014	2014	May	5	31	Saturday	57120
Southwest	6/1/2014	2014	June	1	1	Sunday	66500
Southwest	6/2/2014	2014	June	1	2	Monday	59926
Southwest	6/3/2014	2014	June	1	3	Tuesday	34083
Southwest	6/4/2014	2014	June	1	4	Wednesday	65114
Southwest	6/5/2014	2014	June	1	5	Thursday	58889
Southwest	6/6/2014	2014	June	1	6	Friday	22817
Southwest	6/7/2014	2014	June	1	7	Saturday	26431
Southwest	6/8/2014	2014	June	2	8	Sunday	24087
Southwest	6/9/2014	2014	June	2	9	Monday	15668
Southwest	6/10/2014	2014	June	2	10	Tuesday	58649
Southwest	6/11/2014	2014	June	2	11	Wednesday	21249
Southwest	6/12/2014	2014	June	2	12	Thursday	26406
Southwest	6/13/2014	2014	June	2	13	Friday	32870
Southwest	6/14/2014	2014	June	2	14	Saturday	63628
Southwest	6/15/2014	2014	June	3	15	Sunday	82915
Southwest	6/16/2014	2014	June	3	16	Monday	14295
Southwest	6/17/2014	2014	June	3	17	Tuesday	56919
Southwest	6/18/2014	2014	June	3	18	Wednesday	60081
Southwest	6/19/2014	2014	June	3	19	Thursday	73792
Southwest	6/20/2014	2014	June	3	20	Friday	14321
Southwest	6/21/2014	2014	June	3	21	Saturday	78292
Southwest	6/22/2014	2014	June	4	22	Sunday	14782
Southwest	6/23/2014	2014	June	4	23	Monday	58129
Southwest	6/24/2014	2014	June	4	24	Tuesday	77177
Southwest	6/25/2014	2014	June	4	25	Wednesday	17167
Southwest	6/26/2014	2014	June	4	26	Thursday	67273
Southwest	6/27/2014	2014	June	4	27	Friday	47467
Southwest	6/28/2014	2014	June	4	28	Saturday	30589
Southwest	6/29/2014	2014	June	5	29	Sunday	30244
Southwest	6/30/2014	2014	June	5	30	Monday	72918
Southwest	7/1/2014	2014	July	1	1	Tuesday	80137
Southwest	7/2/2014	2014	July	1	2	Wednesday	15262
Southwest	7/3/2014	2014	July	1	3	Thursday	51699
Southwest	7/4/2014	2014	July	1	4	Friday	36955
Southwest	7/5/2014	2014	July	1	5	Saturday	43004
Southwest	7/6/2014	2014	July	1	6	Sunday	82553
Southwest	7/7/2014	2014	July	1	7	Monday	24533
Southwest	7/8/2014	2014	July	2	8	Tuesday	51451
Southwest	7/9/2014	2014	July	2	9	Wednesday	57279
Southwest	7/10/2014	2014	July	2	10	Thursday	46275
Southwest	7/11/2014	2014	July	2	11	Friday	26044
Southwest	7/12/2014	2014	July	2	12	Saturday	48648
Southwest	7/13/2014	2014	July	2	13	Sunday	19827
Southwest	7/14/2014	2014	July	2	14	Monday	87673
Southwest	7/15/2014	2014	July	3	15	Tuesday	68797
Southwest	7/16/2014	2014	July	3	16	Wednesday	81072
Southwest	7/17/2014	2014	July	3	17	Thursday	79012
Southwest	7/18/2014	2014	July	3	18	Friday	42077
Southwest	7/19/2014	2014	July	3	19	Saturday	46058
Southwest	7/20/2014	2014	July	3	20	Sunday	33027
Southwest	7/21/2014	2014	July	3	21	Monday	41674
Southwest	7/22/2014	2014	July	4	22	Tuesday	23830
Southwest	7/23/2014	2014	July	4	23	Wednesday	49351
Southwest	7/24/2014	2014	July	4	24	Thursday	73554
Southwest	7/25/2014	2014	July	4	25	Friday	77569
Southwest	7/26/2014	2014	July	4	26	Saturday	17792
Southwest	7/27/2014	2014	July	4	27	Sunday	35328
Southwest	7/28/2014	2014	July	4	28	Monday	74698
Southwest	7/29/2014	2014	July	5	29	Tuesday	72123
Southwest	7/30/2014	2014	July	5	30	Wednesday	57617
Southwest	7/31/2014	2014	July	5	31	Thursday	39385
Southwest	8/1/2014	2014	August	1	1	Friday	14709
Southwest	8/2/2014	2014	August	1	2	Saturday	83395
Southwest	8/3/2014	2014	August	1	3	Sunday	71283
Southwest	8/4/2014	2014	August	1	4	Monday	15195
Southwest	8/5/2014	2014	August	1	5	Tuesday	50967
Southwest	8/6/2014	2014	August	1	6	Wednesday	16307
Southwest	8/7/2014	2014	August	1	7	Thursday	31454
Southwest	8/8/2014	2014	August	2	8	Friday	25744
Southwest	8/9/2014	2014	August	2	9	Saturday	67521
Southwest	8/10/2014	2014	August	2	10	Sunday	58018
Southwest	8/11/2014	2014	August	2	11	Monday	61608
Southwest	8/12/2014	2014	August	2	12	Tuesday	28163
Southwest	8/13/2014	2014	August	2	13	Wednesday	18986
Southwest	8/14/2014	2014	August	2	14	Thursday	81837
Southwest	8/15/2014	2014	August	3	15	Friday	18288
Southwest	8/16/2014	2014	August	3	16	Saturday	49123
Southwest	8/17/2014	2014	August	3	17	Sunday	34148
Southwest	8/18/2014	2014	August	3	18	Monday	48633
Southwest	8/19/2014	2014	August	3	19	Tuesday	79946
Southwest	8/20/2014	2014	August	3	20	Wednesday	14459
Southwest	8/21/2014	2014	August	3	21	Thursday	88301
Southwest	8/22/2014	2014	August	4	22	Friday	43353
Southwest	8/23/2014	2014	August	4	23	Saturday	79400
Southwest	8/24/2014	2014	August	4	24	Sunday	45441
Southwest	8/25/2014	2014	August	4	25	Monday	44259
Southwest	8/26/2014	2014	August	4	26	Tuesday	35690
Southwest	8/27/2014	2014	August	4	27	Wednesday	75674
Southwest	8/28/2014	2014	August	4	28	Thursday	42047
Southwest	8/29/2014	2014	August	5	29	Friday	66397
Southwest	8/30/2014	2014	August	5	30	Saturday	28827
Southwest	8/31/2014	2014	August	5	31	Sunday	33447
Southwest	9/1/2014	2014	September	1	1	Monday	33551
Southwest	9/2/2014	2014	September	1	2	Tuesday	66769
Southwest	9/3/2014	2014	September	1	3	Wednesday	15174
Southwest	9/4/2014	2014	September	1	4	Thursday	47044
Southwest	9/5/2014	2014	September	1	5	Friday	83752
Southwest	9/6/2014	2014	September	1	6	Saturday	82708
Southwest	9/7/2014	2014	September	1	7	Sunday	29488
Southwest	9/8/2014	2014	September	2	8	Monday	37314
Southwest	9/9/2014	2014	September	2	9	Tuesday	53731
Southwest	9/10/2014	2014	September	2	10	Wednesday	85916
Southwest	9/11/2014	2014	September	2	11	Thursday	18856
Southwest	9/12/2014	2014	September	2	12	Friday	42953
Southwest	9/13/2014	2014	September	2	13	Saturday	49524
Southwest	9/14/2014	2014	September	2	14	Sunday	20814
Southwest	9/15/2014	2014	September	3	15	Monday	64856
Southwest	9/16/2014	2014	September	3	16	Tuesday	32750
Southwest	9/17/2014	2014	September	3	17	Wednesday	72741
Southwest	9/18/2014	2014	September	3	18	Thursday	67906
Southwest	9/19/2014	2014	September	3	19	Friday	29792
Southwest	9/20/2014	2014	September	3	20	Saturday	37488
Southwest	9/21/2014	2014	September	3	21	Sunday	71372
Southwest	9/22/2014	2014	September	4	22	Monday	62147
Southwest	9/23/2014	2014	September	4	23	Tuesday	78804
Southwest	9/24/2014	2014	September	4	24	Wednesday	59722
Southwest	9/25/2014	2014	September	4	25	Thursday	48309
Southwest	9/26/2014	2014	September	4	26	Friday	84303
Southwest	9/27/2014	2014	September	4	27	Saturday	46541
Southwest	9/28/2014	2014	September	4	28	Sunday	48950
Southwest	9/29/2014	2014	September	5	29	Monday	75633
Southwest	9/30/2014	2014	September	5	30	Tuesday	62631
Southwest	10/1/2014	2014	October	1	1	Wednesday	25907
Southwest	10/2/2014	2014	October	1	2	Thursday	68956
Southwest	10/3/2014	2014	October	1	3	Friday	25237
Southwest	10/4/2014	2014	October	1	4	Saturday	29374
Southwest	10/5/2014	2014	October	1	5	Sunday	50437
Southwest	10/6/2014	2014	October	1	6	Monday	53688
Southwest	10/7/2014	2014	October	1	7	Tuesday	81934
Southwest	10/8/2014	2014	October	2	8	Wednesday	64648
Southwest	10/9/2014	2014	October	2	9	Thursday	60408
Southwest	10/10/2014	2014	October	2	10	Friday	37156
Southwest	10/11/2014	2014	October	2	11	Saturday	14462
Southwest	10/12/2014	2014	October	2	12	Sunday	75325
Southwest	10/13/2014	2014	October	2	13	Monday	28411
Southwest	10/14/2014	2014	October	2	14	Tuesday	88875
Southwest	10/15/2014	2014	October	3	15	Wednesday	34224
Southwest	10/16/2014	2014	October	3	16	Thursday	88948
Southwest	10/17/2014	2014	October	3	17	Friday	61642
Southwest	10/18/2014	2014	October	3	18	Saturday	25554
Southwest	10/19/2014	2014	October	3	19	Sunday	29046
Southwest	10/20/2014	2014	October	3	20	Monday	70815
Southwest	10/21/2014	2014	October	3	21	Tuesday	43707
Southwest	10/22/2014	2014	October	4	22	Wednesday	33604
Southwest	10/23/2014	2014	October	4	23	Thursday	45196
Southwest	10/24/2014	2014	October	4	24	Friday	84129
Southwest	10/25/2014	2014	October	4	25	Saturday	57621
Southwest	10/26/2014	2014	October	4	26	Sunday	67984
Southwest	10/27/2014	2014	October	4	27	Monday	71211
Southwest	10/28/2014	2014	October	4	28	Tuesday	54314
Southwest	10/29/2014	2014	October	5	29	Wednesday	38193
Southwest	10/30/2014	2014	October	5	30	Thursday	22525
Southwest	10/31/2014	2014	October	5	31	Friday	40602
Southwest	11/1/2014	2014	November	1	1	Saturday	110483
Southwest	11/2/2014	2014	November	1	2	Sunday	48680
Southwest	11/3/2014	2014	November	1	3	Monday	108787
Southwest	11/4/2014	2014	November	1	4	Tuesday	57691
Southwest	11/5/2014	2014	November	1	5	Wednesday	158615
Southwest	11/6/2014	2014	November	1	6	Thursday	129425
Southwest	11/7/2014	2014	November	1	7	Friday	146816
Southwest	11/8/2014	2014	November	2	8	Saturday	124755
Southwest	11/9/2014	2014	November	2	9	Sunday	141114
Southwest	11/10/2014	2014	November	2	10	Monday	147978
Southwest	11/11/2014	2014	November	2	11	Tuesday	135702
Southwest	11/12/2014	2014	November	2	12	Wednesday	83204
Southwest	11/13/2014	2014	November	2	13	Thursday	134121
Southwest	11/14/2014	2014	November	2	14	Friday	45154
Southwest	11/15/2014	2014	November	3	15	Saturday	152864
Southwest	11/16/2014	2014	November	3	16	Sunday	84765
Southwest	11/17/2014	2014	November	3	17	Monday	69268
Southwest	11/18/2014	2014	November	3	18	Tuesday	81141
Southwest	11/19/2014	2014	November	3	19	Wednesday	75412
Southwest	11/20/2014	2014	November	3	20	Thursday	46101
Southwest	11/21/2014	2014	November	3	21	Friday	46942
Southwest	11/22/2014	2014	November	4	22	Saturday	71562
Southwest	11/23/2014	2014	November	4	23	Sunday	49010
Southwest	11/24/2014	2014	November	4	24	Monday	73982
Southwest	11/25/2014	2014	November	4	25	Tuesday	102377
Southwest	11/26/2014	2014	November	4	26	Wednesday	141162
Southwest	11/27/2014	2014	November	4	27	Thursday	86004
Southwest	11/28/2014	2014	November	4	28	Friday	107057
Southwest	11/29/2014	2014	November	5	29	Saturday	122457
Southwest	11/30/2014	2014	November	5	30	Sunday	114339
Southwest	12/1/2014	2014	December	1	1	Monday	127273
Southwest	12/2/2014	2014	December	1	2	Tuesday	147077
Southwest	12/3/2014	2014	December	1	3	Wednesday	125860
Southwest	12/4/2014	2014	December	1	4	Thursday	94487
Southwest	12/5/2014	2014	December	1	5	Friday	111185
Southwest	12/6/2014	2014	December	1	6	Saturday	62628
Southwest	12/7/2014	2014	December	1	7	Sunday	104942
Southwest	12/8/2014	2014	December	2	8	Monday	47597
Southwest	12/9/2014	2014	December	2	9	Tuesday	115304
Southwest	12/10/2014	2014	December	2	10	Wednesday	72319
Southwest	12/11/2014	2014	December	2	11	Thursday	56090
Southwest	12/12/2014	2014	December	2	12	Friday	118627
Southwest	12/13/2014	2014	December	2	13	Saturday	94962
Southwest	12/14/2014	2014	December	2	14	Sunday	158594
Southwest	12/15/2014	2014	December	3	15	Monday	103922
Southwest	12/16/2014	2014	December	3	16	Tuesday	85496
Southwest	12/17/2014	2014	December	3	17	Wednesday	47247
Southwest	12/18/2014	2014	December	3	18	Thursday	155080
Southwest	12/19/2014	2014	December	3	19	Friday	110933
Southwest	12/20/2014	2014	December	3	20	Saturday	54861
Southwest	12/21/2014	2014	December	3	21	Sunday	112338
Southwest	12/22/2014	2014	December	4	22	Monday	152021
Southwest	12/23/2014	2014	December	4	23	Tuesday	113151
Southwest	12/24/2014	2014	December	4	24	Wednesday	110949
Southwest	12/25/2014	2014	December	4	25	Thursday	143128
Southwest	12/26/2014	2014	December	4	26	Friday	152760
Southwest	12/27/2014	2014	December	4	27	Saturday	157343
Southwest	12/28/2014	2014	December	4	28	Sunday	89005
Southwest	12/29/2014	2014	December	5	29	Monday	105673
Southwest	12/30/2014	2014	December	5	30	Tuesday	152231
Southwest	12/31/2014	2014	December	5	31	Wednesday	156206
Atlantic	1/1/2015	2015	January	1	1	Thursday	46144
Atlantic	1/2/2015	2015	January	1	2	Friday	105578
Atlantic	1/3/2015	2015	January	1	3	Saturday	83669
Atlantic	1/4/2015	2015	January	1	4	Sunday	100240
Atlantic	1/5/2015	2015	January	1	5	Monday	130597
Atlantic	1/6/2015	2015	January	1	6	Tuesday	123563
Atlantic	1/7/2015	2015	January	1	7	Wednesday	50054
Atlantic	1/8/2015	2015	January	2	8	Thursday	78540
Atlantic	1/9/2015	2015	January	2	9	Friday	82893
Atlantic	1/10/2015	2015	January	2	10	Saturday	88487
Atlantic	1/11/2015	2015	January	2	11	Sunday	121631
Atlantic	1/12/2015	2015	January	2	12	Monday	150493
Atlantic	1/13/2015	2015	January	2	13	Tuesday	131155
Atlantic	1/14/2015	2015	January	2	14	Wednesday	145227
Atlantic	1/15/2015	2015	January	3	15	Thursday	122083
Atlantic	1/16/2015	2015	January	3	16	Friday	79928
Atlantic	1/17/2015	2015	January	3	17	Saturday	58421
Atlantic	1/18/2015	2015	January	3	18	Sunday	128805
Atlantic	1/19/2015	2015	January	3	19	Monday	53609
Atlantic	1/20/2015	2015	January	3	20	Tuesday	77660
Atlantic	1/21/2015	2015	January	3	21	Wednesday	41413
Atlantic	1/22/2015	2015	January	4	22	Thursday	41705
Atlantic	1/23/2015	2015	January	4	23	Friday	62075
Atlantic	1/24/2015	2015	January	4	24	Saturday	51240
Atlantic	1/25/2015	2015	January	4	25	Sunday	152155
